task_id,episode_id,arrival_time,source_node,queue_enter_time,service_start_time,service_end_time,completion_time,drop_time,selected_action,processing_node,latency,waiting_time,service_time,final_status,drop_reason
923,0,94,1,95,103,,,104,2,11,10,,,dropped,timeout
924,0,94,2,95,103,,,104,2,12,10,,,dropped,timeout
925,0,94,4,95,103,,,104,3,19,10,,,dropped,timeout
926,0,94,6,95,99,,,104,1,1,10,,,dropped,timeout
927,0,94,8,95,103,,,104,3,18,10,,,dropped,timeout
928,0,94,9,95,101,,,104,1,4,10,,,dropped,timeout
929,0,94,17,95,98,,,104,3,12,10,,,dropped,timeout
930,0,94,19,95,95,99,,,0,19,5,1,4,pending,
931,0,95,1,96,96,97,,,2,11,2,1,1,pending,
932,0,95,4,96,96,98,,,2,14,3,1,2,pending,
933,0,95,6,96,96,98,,,2,11,3,1,2,pending,
934,0,95,7,96,100,104,,,4,20,9,5,4,pending,
935,0,95,8,96,104,,,105,2,13,10,,,dropped,timeout
936,0,95,9,96,104,,,105,2,14,10,,,dropped,timeout
937,0,95,10,96,96,98,,,0,10,3,1,2,pending,
938,0,95,12,96,103,,,105,2,7,10,,,dropped,timeout
939,0,95,14,96,103,,,105,1,4,10,,,dropped,timeout
940,0,95,16,96,102,,,105,3,11,10,,,dropped,timeout
941,0,96,5,97,97,98,,,4,20,2,1,1,pending,
942,0,96,6,97,104,,,106,0,6,10,,,dropped,timeout
943,0,96,8,97,105,,,106,3,18,10,,,dropped,timeout
944,0,96,9,97,105,,,106,1,4,10,,,dropped,timeout
945,0,96,12,97,97,98,,,1,2,2,1,1,pending,
946,0,96,13,97,97,98,,,4,20,2,1,1,pending,
947,0,96,14,97,105,,,106,4,20,10,,,dropped,timeout
948,0,96,15,97,99,103,,,4,20,7,3,4,pending,
949,0,96,17,97,97,99,,,3,12,3,1,2,pending,
950,0,97,0,98,103,,,107,0,0,10,,,dropped,timeout
951,0,97,1,98,104,106,,,1,6,9,7,2,pending,
952,0,97,2,98,104,,,107,2,12,10,,,dropped,timeout
953,0,97,6,98,106,,,107,4,20,10,,,dropped,timeout
954,0,97,7,98,103,105,,,0,7,8,6,2,pending,
955,0,97,8,98,106,,,107,2,13,10,,,dropped,timeout
956,0,97,9,98,106,,,107,2,14,10,,,dropped,timeout
957,0,97,11,98,101,103,,,4,20,6,4,2,pending,
958,0,97,13,98,99,105,,,0,13,8,2,6,pending,
959,0,97,16,98,98,99,,,0,16,2,1,1,pending,
960,0,97,17,98,103,,,107,0,17,10,,,dropped,timeout
961,0,97,18,98,98,99,,,2,8,2,1,1,pending,
962,0,98,0,99,107,,,108,2,10,10,,,dropped,timeout
963,0,98,1,99,99,101,,,4,20,3,1,2,pending,
964,0,98,2,99,107,,,108,1,7,10,,,dropped,timeout
965,0,98,4,99,104,,,108,0,4,10,,,dropped,timeout
966,0,98,5,99,101,105,,,1,0,7,3,4,pending,
967,0,98,8,99,107,,,108,1,3,10,,,dropped,timeout
968,0,98,9,99,107,,,108,4,20,10,,,dropped,timeout
969,0,98,11,99,99,101,,,4,20,3,1,2,pending,
970,0,98,14,99,106,,,108,3,19,10,,,dropped,timeout
971,0,98,17,99,100,102,,,3,12,4,2,2,pending,
972,0,98,19,99,99,106,,,1,4,8,1,7,pending,
973,0,99,1,100,106,,,109,0,1,10,,,dropped,timeout
974,0,99,2,100,108,,,109,4,20,10,,,dropped,timeout
975,0,99,4,100,107,,,109,3,19,10,,,dropped,timeout
976,0,99,7,100,100,101,,,4,20,2,1,1,pending,
977,0,99,8,100,100,101,,,3,18,2,1,1,pending,
978,0,99,10,100,103,108,,,3,15,9,4,5,pending,
979,0,99,11,100,103,105,,,0,11,6,4,2,pending,
980,0,99,12,100,105,,,109,1,2,10,,,dropped,timeout
981,0,99,13,100,103,107,,,4,20,8,4,4,pending,
982,0,99,14,100,100,102,,,3,19,3,1,2,pending,
983,0,99,15,100,102,,,109,4,20,10,,,dropped,timeout
984,0,99,16,100,105,,,109,4,20,10,,,dropped,timeout
985,0,99,18,100,100,101,,,3,13,2,1,1,pending,
