episode_id,slot,event,task_id,source_ea_id,size_mbits,policy,decision_level_1,destination_node_id,path_type,legal_action,illegal_reason,wait_slots,transmission_slots,rate_mbps,scheduled_exit_slot,service_slots,public_workload_gcycles,status,reward,delay_slots
episode-001,0,arrival,1,1,2.4,,,,,,,,,,,,,,,
episode-001,0,decision,1,1,,mixed_test_policy,horizontal,2,horizontal,True,,,,,,,,,,
episode-001,0,offloading_queue_enter,1,1,,,,2,horizontal,,,0,1,30.0,0,,,,,
episode-001,0,arrival,2,2,2.1,,,,,,,,,,,,,,,
episode-001,0,decision,2,2,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,0,offloading_queue_enter,2,2,,,,21,vertical,,,0,3,10.0,2,,,,,
episode-001,0,arrival,3,3,3.7,,,,,,,,,,,,,,,
episode-001,0,decision,3,3,,mixed_test_policy,local,3,local,True,,,,,,,,,,
episode-001,0,private_queue_enter,3,3,,,,,,,,0,,,2,3,,,,
episode-001,0,arrival,4,4,3.8,,,,,,,,,,,,,,,
episode-001,0,decision,4,4,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,0,offloading_queue_enter,4,4,,,,1,horizontal,,,0,2,30.0,1,,,,,
episode-001,0,arrival,5,5,3.6,,,,,,,,,,,,,,,
episode-001,0,decision,5,5,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,0,offloading_queue_enter,5,5,,,,21,vertical,,,0,4,10.0,3,,,,,
episode-001,0,arrival,6,6,2.2,,,,,,,,,,,,,,,
episode-001,0,decision,6,6,,mixed_test_policy,local,6,local,True,,,,,,,,,,
episode-001,0,private_queue_enter,6,6,,,,,,,,0,,,1,2,,,,
episode-001,0,arrival,7,7,2.2,,,,,,,,,,,,,,,
episode-001,0,decision,7,7,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,0,offloading_queue_enter,7,7,,,,1,horizontal,,,0,1,30.0,0,,,,,
episode-001,0,arrival,8,8,3.7,,,,,,,,,,,,,,,
episode-001,0,decision,8,8,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,0,offloading_queue_enter,8,8,,,,21,vertical,,,0,4,10.0,3,,,,,
episode-001,0,arrival,9,9,4.6,,,,,,,,,,,,,,,
episode-001,0,decision,9,9,,mixed_test_policy,local,9,local,True,,,,,,,,,,
episode-001,0,private_queue_enter,9,9,,,,,,,,0,,,2,3,,,,
episode-001,0,arrival,10,14,3.8,,,,,,,,,,,,,,,
episode-001,0,decision,10,14,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,0,offloading_queue_enter,10,14,,,,1,horizontal,,,0,2,30.0,1,,,,,
episode-001,0,arrival,11,15,2.7,,,,,,,,,,,,,,,
episode-001,0,decision,11,15,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,0,offloading_queue_enter,11,15,,,,21,vertical,,,0,3,10.0,2,,,,,
episode-001,0,arrival,12,16,4.7,,,,,,,,,,,,,,,
episode-001,0,decision,12,16,,mixed_test_policy,local,16,local,True,,,,,,,,,,
episode-001,0,private_queue_enter,12,16,,,,,,,,0,,,2,3,,,,
episode-001,0,arrival,13,17,3.3,,,,,,,,,,,,,,,
episode-001,0,decision,13,17,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,0,offloading_queue_enter,13,17,,,,1,horizontal,,,0,2,30.0,1,,,,,
episode-001,0,arrival,14,18,2.3,,,,,,,,,,,,,,,
episode-001,0,decision,14,18,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,0,offloading_queue_enter,14,18,,,,21,vertical,,,0,3,10.0,2,,,,,
episode-001,0,offloading_transmitted,1,1,,,,2,,,,,,,,,,,,
episode-001,0,public_queue_enter,1,1,,,,2,,,,,,,,,0.7128,,,
episode-001,0,offloading_transmitted,7,7,,,,1,,,,,,,,,,,,
episode-001,0,public_queue_enter,7,7,,,,1,,,,,,,,,0.6534,,,
episode-001,1,arrival,15,2,3.8,,,,,,,,,,,,,,,
episode-001,1,decision,15,2,,mixed_test_policy,local,2,local,True,,,,,,,,,,
episode-001,1,private_queue_enter,15,2,,,,,,,,0,,,3,3,,,,
episode-001,1,arrival,16,4,3.7,,,,,,,,,,,,,,,
episode-001,1,decision,16,4,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,1,offloading_queue_enter,16,4,,,,1,horizontal,,,1,2,30.0,3,,,,,
episode-001,1,arrival,17,8,3.7,,,,,,,,,,,,,,,
episode-001,1,decision,17,8,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,1,offloading_queue_enter,17,8,,,,21,vertical,,,3,4,10.0,7,,,,,
episode-001,1,arrival,18,9,3.0,,,,,,,,,,,,,,,
episode-001,1,decision,18,9,,mixed_test_policy,local,9,local,True,,,,,,,,,,
episode-001,1,private_queue_enter,18,9,,,,,,,,2,,,4,2,,,,
episode-001,1,arrival,19,10,4.9,,,,,,,,,,,,,,,
episode-001,1,decision,19,10,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,1,offloading_queue_enter,19,10,,,,1,horizontal,,,0,2,30.0,2,,,,,
episode-001,1,arrival,20,11,2.9,,,,,,,,,,,,,,,
episode-001,1,decision,20,11,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,1,offloading_queue_enter,20,11,,,,21,vertical,,,0,3,10.0,3,,,,,
episode-001,1,arrival,21,12,2.5,,,,,,,,,,,,,,,
episode-001,1,decision,21,12,,mixed_test_policy,local,12,local,True,,,,,,,,,,
episode-001,1,private_queue_enter,21,12,,,,,,,,0,,,2,2,,,,
episode-001,1,arrival,22,14,3.8,,,,,,,,,,,,,,,
episode-001,1,decision,22,14,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,1,offloading_queue_enter,22,14,,,,1,horizontal,,,1,2,30.0,3,,,,,
episode-001,1,arrival,23,15,3.5,,,,,,,,,,,,,,,
episode-001,1,decision,23,15,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,1,offloading_queue_enter,23,15,,,,21,vertical,,,2,4,10.0,6,,,,,
episode-001,1,arrival,24,18,2.2,,,,,,,,,,,,,,,
episode-001,1,decision,24,18,,mixed_test_policy,local,18,local,True,,,,,,,,,,
episode-001,1,private_queue_enter,24,18,,,,,,,,0,,,2,2,,,,
episode-001,1,arrival,25,19,3.3,,,,,,,,,,,,,,,
episode-001,1,decision,25,19,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,1,offloading_queue_enter,25,19,,,,1,horizontal,,,0,2,30.0,2,,,,,
episode-001,1,arrival,26,20,3.0,,,,,,,,,,,,,,,
episode-001,1,decision,26,20,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,1,offloading_queue_enter,26,20,,,,21,vertical,,,0,3,10.0,3,,,,,
episode-001,1,private_completed,6,6,,,,,,,,,,,,,,,,
episode-001,1,reward_collected,6,6,,,,,,,,,,,,,,completed,-2.0,2
episode-001,1,offloading_transmitted,4,4,,,,1,,,,,,,,,,,,
episode-001,1,public_queue_enter,4,4,,,,1,,,,,,,,,1.1285999999999998,,,
episode-001,1,offloading_transmitted,10,14,,,,1,,,,,,,,,,,,
episode-001,1,public_queue_enter,10,14,,,,1,,,,,,,,,1.1285999999999998,,,
episode-001,1,offloading_transmitted,13,17,,,,1,,,,,,,,,,,,
episode-001,1,public_queue_enter,13,17,,,,1,,,,,,,,,0.9800999999999999,,,
episode-001,1,public_completed,1,1,,,,2,,,,,,,,,,,,
episode-001,1,reward_collected,1,1,,,,,,,,,,,,,,completed,-2.0,2
episode-001,2,arrival,27,1,3.5,,,,,,,,,,,,,,,
episode-001,2,decision,27,1,,mixed_test_policy,local,1,local,True,,,,,,,,,,
episode-001,2,private_queue_enter,27,1,,,,,,,,0,,,4,3,,,,
episode-001,2,arrival,28,2,5.0,,,,,,,,,,,,,,,
episode-001,2,decision,28,2,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,2,offloading_queue_enter,28,2,,,,1,horizontal,,,1,2,30.0,4,,,,,
episode-001,2,arrival,29,7,4.2,,,,,,,,,,,,,,,
episode-001,2,decision,29,7,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,2,offloading_queue_enter,29,7,,,,21,vertical,,,0,5,10.0,6,,,,,
episode-001,2,arrival,30,8,3.5,,,,,,,,,,,,,,,
episode-001,2,decision,30,8,,mixed_test_policy,local,8,local,True,,,,,,,,,,
episode-001,2,private_queue_enter,30,8,,,,,,,,0,,,4,3,,,,
episode-001,2,arrival,31,10,4.6,,,,,,,,,,,,,,,
episode-001,2,decision,31,10,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,2,offloading_queue_enter,31,10,,,,1,horizontal,,,1,2,30.0,4,,,,,
episode-001,2,arrival,32,11,2.8,,,,,,,,,,,,,,,
episode-001,2,decision,32,11,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,2,offloading_queue_enter,32,11,,,,21,vertical,,,2,3,10.0,6,,,,,
episode-001,2,arrival,33,12,4.1,,,,,,,,,,,,,,,
episode-001,2,decision,33,12,,mixed_test_policy,local,12,local,True,,,,,,,,,,
episode-001,2,private_queue_enter,33,12,,,,,,,,1,,,5,3,,,,
episode-001,2,arrival,34,13,4.3,,,,,,,,,,,,,,,
episode-001,2,decision,34,13,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,2,offloading_queue_enter,34,13,,,,1,horizontal,,,0,2,30.0,3,,,,,
episode-001,2,arrival,35,18,3.2,,,,,,,,,,,,,,,
episode-001,2,decision,35,18,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,2,offloading_queue_enter,35,18,,,,21,vertical,,,1,4,10.0,6,,,,,
episode-001,2,arrival,36,20,5.0,,,,,,,,,,,,,,,
episode-001,2,decision,36,20,,mixed_test_policy,local,20,local,True,,,,,,,,,,
episode-001,2,private_queue_enter,36,20,,,,,,,,0,,,4,3,,,,
episode-001,2,private_completed,3,3,,,,,,,,,,,,,,,,
episode-001,2,reward_collected,3,3,,,,,,,,,,,,,,completed,-3.0,3
episode-001,2,private_completed,9,9,,,,,,,,,,,,,,,,
episode-001,2,reward_collected,9,9,,,,,,,,,,,,,,completed,-3.0,3
episode-001,2,private_completed,21,12,,,,,,,,,,,,,,,,
episode-001,2,reward_collected,21,12,,,,,,,,,,,,,,completed,-2.0,2
episode-001,2,private_completed,12,16,,,,,,,,,,,,,,,,
episode-001,2,reward_collected,12,16,,,,,,,,,,,,,,completed,-3.0,3
episode-001,2,private_completed,24,18,,,,,,,,,,,,,,,,
episode-001,2,reward_collected,24,18,,,,,,,,,,,,,,completed,-2.0,2
episode-001,2,offloading_transmitted,2,2,,,,21,,,,,,,,,,,,
episode-001,2,public_queue_enter,2,2,,,,21,,,,,,,,,0.6237,,,
episode-001,2,offloading_transmitted,19,10,,,,1,,,,,,,,,,,,
episode-001,2,public_queue_enter,19,10,,,,1,,,,,,,,,1.4553,,,
episode-001,2,offloading_transmitted,11,15,,,,21,,,,,,,,,,,,
episode-001,2,public_queue_enter,11,15,,,,21,,,,,,,,,0.8019000000000001,,,
episode-001,2,offloading_transmitted,14,18,,,,21,,,,,,,,,,,,
episode-001,2,public_queue_enter,14,18,,,,21,,,,,,,,,0.6830999999999999,,,
episode-001,2,offloading_transmitted,25,19,,,,1,,,,,,,,,,,,
episode-001,2,public_queue_enter,25,19,,,,1,,,,,,,,,0.9800999999999999,,,
episode-001,2,public_completed,2,2,,,,21,,,,,,,,,,,,
episode-001,2,reward_collected,2,2,,,,,,,,,,,,,,completed,-3.0,3
episode-001,3,arrival,37,1,2.5,,,,,,,,,,,,,,,
episode-001,3,decision,37,1,,mixed_test_policy,horizontal,2,horizontal,True,,,,,,,,,,
episode-001,3,offloading_queue_enter,37,1,,,,2,horizontal,,,0,1,30.0,3,,,,,
episode-001,3,arrival,38,3,2.6,,,,,,,,,,,,,,,
episode-001,3,decision,38,3,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,3,offloading_queue_enter,38,3,,,,21,vertical,,,0,3,10.0,5,,,,,
episode-001,3,arrival,39,5,2.7,,,,,,,,,,,,,,,
episode-001,3,decision,39,5,,mixed_test_policy,local,5,local,True,,,,,,,,,,
episode-001,3,private_queue_enter,39,5,,,,,,,,0,,,4,2,,,,
episode-001,3,arrival,40,6,4.9,,,,,,,,,,,,,,,
episode-001,3,decision,40,6,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,3,offloading_queue_enter,40,6,,,,1,horizontal,,,0,2,30.0,4,,,,,
episode-001,3,arrival,41,8,3.4,,,,,,,,,,,,,,,
episode-001,3,decision,41,8,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,3,offloading_queue_enter,41,8,,,,21,vertical,,,5,4,10.0,11,,,,,
episode-001,3,arrival,42,9,2.8,,,,,,,,,,,,,,,
episode-001,3,decision,42,9,,mixed_test_policy,local,9,local,True,,,,,,,,,,
episode-001,3,private_queue_enter,42,9,,,,,,,,2,,,6,2,,,,
episode-001,3,arrival,43,13,3.3,,,,,,,,,,,,,,,
episode-001,3,decision,43,13,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,3,offloading_queue_enter,43,13,,,,1,horizontal,,,1,2,30.0,5,,,,,
episode-001,3,arrival,44,16,2.7,,,,,,,,,,,,,,,
episode-001,3,decision,44,16,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,3,offloading_queue_enter,44,16,,,,21,vertical,,,0,3,10.0,5,,,,,
episode-001,3,arrival,45,17,2.5,,,,,,,,,,,,,,,
episode-001,3,decision,45,17,,mixed_test_policy,local,17,local,True,,,,,,,,,,
episode-001,3,private_queue_enter,45,17,,,,,,,,0,,,4,2,,,,
episode-001,3,arrival,46,18,4.1,,,,,,,,,,,,,,,
episode-001,3,decision,46,18,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,3,offloading_queue_enter,46,18,,,,1,horizontal,,,4,2,30.0,8,,,,,
episode-001,3,arrival,47,19,3.5,,,,,,,,,,,,,,,
episode-001,3,decision,47,19,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,3,offloading_queue_enter,47,19,,,,21,vertical,,,0,4,10.0,6,,,,,
episode-001,3,private_completed,15,2,,,,,,,,,,,,,,,,
episode-001,3,reward_collected,15,2,,,,,,,,,,,,,,completed,-3.0,3
episode-001,3,offloading_transmitted,37,1,,,,2,,,,,,,,,,,,
episode-001,3,public_queue_enter,37,1,,,,2,,,,,,,,,0.7424999999999999,,,
episode-001,3,offloading_transmitted,16,4,,,,1,,,,,,,,,,,,
episode-001,3,public_queue_enter,16,4,,,,1,,,,,,,,,1.0989,,,
episode-001,3,offloading_transmitted,5,5,,,,21,,,,,,,,,,,,
episode-001,3,public_queue_enter,5,5,,,,21,,,,,,,,,1.0692,,,
episode-001,3,offloading_transmitted,8,8,,,,21,,,,,,,,,,,,
episode-001,3,public_queue_enter,8,8,,,,21,,,,,,,,,1.0989,,,
episode-001,3,offloading_transmitted,20,11,,,,21,,,,,,,,,,,,
episode-001,3,public_queue_enter,20,11,,,,21,,,,,,,,,0.8613,,,
episode-001,3,offloading_transmitted,34,13,,,,1,,,,,,,,,,,,
episode-001,3,public_queue_enter,34,13,,,,1,,,,,,,,,1.2771,,,
episode-001,3,offloading_transmitted,22,14,,,,1,,,,,,,,,,,,
episode-001,3,public_queue_enter,22,14,,,,1,,,,,,,,,1.1285999999999998,,,
episode-001,3,offloading_transmitted,26,20,,,,21,,,,,,,,,,,,
episode-001,3,public_queue_enter,26,20,,,,21,,,,,,,,,0.891,,,
episode-001,4,arrival,48,1,2.9,,,,,,,,,,,,,,,
episode-001,4,decision,48,1,,mixed_test_policy,local,1,local,True,,,,,,,,,,
episode-001,4,private_queue_enter,48,1,,,,,,,,1,,,6,2,,,,
episode-001,4,arrival,49,2,3.3,,,,,,,,,,,,,,,
episode-001,4,decision,49,2,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,4,offloading_queue_enter,49,2,,,,1,horizontal,,,1,2,30.0,6,,,,,
episode-001,4,arrival,50,5,2.4,,,,,,,,,,,,,,,
episode-001,4,decision,50,5,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,4,offloading_queue_enter,50,5,,,,21,vertical,,,0,3,10.0,6,,,,,
episode-001,4,arrival,51,10,4.8,,,,,,,,,,,,,,,
episode-001,4,decision,51,10,,mixed_test_policy,local,10,local,True,,,,,,,,,,
episode-001,4,private_queue_enter,51,10,,,,,,,,0,,,6,3,,,,
episode-001,4,arrival,52,15,3.2,,,,,,,,,,,,,,,
episode-001,4,decision,52,15,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,4,offloading_queue_enter,52,15,,,,1,horizontal,,,3,2,30.0,8,,,,,
episode-001,4,arrival,53,16,4.0,,,,,,,,,,,,,,,
episode-001,4,decision,53,16,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,4,offloading_queue_enter,53,16,,,,21,vertical,,,2,4,10.0,9,,,,,
episode-001,4,arrival,54,17,2.6,,,,,,,,,,,,,,,
episode-001,4,decision,54,17,,mixed_test_policy,local,17,local,True,,,,,,,,,,
episode-001,4,private_queue_enter,54,17,,,,,,,,1,,,6,2,,,,
episode-001,4,arrival,55,18,2.6,,,,,,,,,,,,,,,
episode-001,4,decision,55,18,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,4,offloading_queue_enter,55,18,,,,1,horizontal,,,5,1,30.0,9,,,,,
episode-001,4,arrival,56,19,2.3,,,,,,,,,,,,,,,
episode-001,4,decision,56,19,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,4,offloading_queue_enter,56,19,,,,21,vertical,,,3,3,10.0,9,,,,,
episode-001,4,arrival,57,20,2.1,,,,,,,,,,,,,,,
episode-001,4,decision,57,20,,mixed_test_policy,local,20,local,True,,,,,,,,,,
episode-001,4,private_queue_enter,57,20,,,,,,,,1,,,6,2,,,,
episode-001,4,private_completed,27,1,,,,,,,,,,,,,,,,
episode-001,4,reward_collected,27,1,,,,,,,,,,,,,,completed,-3.0,3
episode-001,4,private_completed,39,5,,,,,,,,,,,,,,,,
episode-001,4,reward_collected,39,5,,,,,,,,,,,,,,completed,-2.0,2
episode-001,4,private_completed,30,8,,,,,,,,,,,,,,,,
episode-001,4,reward_collected,30,8,,,,,,,,,,,,,,completed,-3.0,3
episode-001,4,private_completed,18,9,,,,,,,,,,,,,,,,
episode-001,4,reward_collected,18,9,,,,,,,,,,,,,,completed,-4.0,4
episode-001,4,private_completed,45,17,,,,,,,,,,,,,,,,
episode-001,4,reward_collected,45,17,,,,,,,,,,,,,,completed,-2.0,2
episode-001,4,private_completed,36,20,,,,,,,,,,,,,,,,
episode-001,4,reward_collected,36,20,,,,,,,,,,,,,,completed,-3.0,3
episode-001,4,offloading_transmitted,28,2,,,,1,,,,,,,,,,,,
episode-001,4,public_queue_enter,28,2,,,,1,,,,,,,,,1.4849999999999999,,,
episode-001,4,offloading_transmitted,40,6,,,,1,,,,,,,,,,,,
episode-001,4,public_queue_enter,40,6,,,,1,,,,,,,,,1.4553,,,
episode-001,4,offloading_transmitted,31,10,,,,1,,,,,,,,,,,,
episode-001,4,public_queue_enter,31,10,,,,1,,,,,,,,,1.3661999999999999,,,
episode-001,4,public_completed,37,1,,,,2,,,,,,,,,,,,
episode-001,4,reward_collected,37,1,,,,,,,,,,,,,,completed,-2.0,2
episode-001,5,arrival,58,1,3.8,,,,,,,,,,,,,,,
episode-001,5,decision,58,1,,mixed_test_policy,horizontal,2,horizontal,True,,,,,,,,,,
episode-001,5,offloading_queue_enter,58,1,,,,2,horizontal,,,0,2,30.0,6,,,,,
episode-001,5,arrival,59,2,2.3,,,,,,,,,,,,,,,
episode-001,5,decision,59,2,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,5,offloading_queue_enter,59,2,,,,21,vertical,,,2,3,10.0,9,,,,,
episode-001,5,arrival,60,5,2.6,,,,,,,,,,,,,,,
episode-001,5,decision,60,5,,mixed_test_policy,local,5,local,True,,,,,,,,,,
episode-001,5,private_queue_enter,60,5,,,,,,,,0,,,6,2,,,,
episode-001,5,arrival,61,7,2.8,,,,,,,,,,,,,,,
episode-001,5,decision,61,7,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,5,offloading_queue_enter,61,7,,,,1,horizontal,,,2,1,30.0,7,,,,,
episode-001,5,arrival,62,10,2.3,,,,,,,,,,,,,,,
episode-001,5,decision,62,10,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,5,offloading_queue_enter,62,10,,,,21,vertical,,,0,3,10.0,7,,,,,
episode-001,5,arrival,63,13,3.5,,,,,,,,,,,,,,,
episode-001,5,decision,63,13,,mixed_test_policy,local,13,local,True,,,,,,,,,,
episode-001,5,private_queue_enter,63,13,,,,,,,,0,,,7,3,,,,
episode-001,5,arrival,64,14,2.4,,,,,,,,,,,,,,,
episode-001,5,decision,64,14,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,5,offloading_queue_enter,64,14,,,,1,horizontal,,,0,1,30.0,5,,,,,
episode-001,5,arrival,65,15,3.0,,,,,,,,,,,,,,,
episode-001,5,decision,65,15,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,5,offloading_queue_enter,65,15,,,,21,vertical,,,4,3,10.0,11,,,,,
episode-001,5,arrival,66,17,4.2,,,,,,,,,,,,,,,
episode-001,5,decision,66,17,,mixed_test_policy,local,17,local,True,,,,,,,,,,
episode-001,5,private_queue_enter,66,17,,,,,,,,2,,,9,3,,,,
episode-001,5,arrival,67,18,2.0,,,,,,,,,,,,,,,
episode-001,5,decision,67,18,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,5,offloading_queue_enter,67,18,,,,1,horizontal,,,5,1,30.0,10,,,,,
episode-001,5,arrival,68,19,5.0,,,,,,,,,,,,,,,
episode-001,5,decision,68,19,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,5,offloading_queue_enter,68,19,,,,21,vertical,,,5,5,10.0,14,,,,,
episode-001,5,private_completed,33,12,,,,,,,,,,,,,,,,
episode-001,5,reward_collected,33,12,,,,,,,,,,,,,,completed,-4.0,4
episode-001,5,offloading_transmitted,38,3,,,,21,,,,,,,,,,,,
episode-001,5,public_queue_enter,38,3,,,,21,,,,,,,,,0.7722,,,
episode-001,5,offloading_transmitted,43,13,,,,1,,,,,,,,,,,,
episode-001,5,public_queue_enter,43,13,,,,1,,,,,,,,,0.9800999999999999,,,
episode-001,5,offloading_transmitted,64,14,,,,1,,,,,,,,,,,,
episode-001,5,public_queue_enter,64,14,,,,1,,,,,,,,,0.7128,,,
episode-001,5,offloading_transmitted,44,16,,,,21,,,,,,,,,,,,
episode-001,5,public_queue_enter,44,16,,,,21,,,,,,,,,0.8019000000000001,,,
episode-001,6,arrival,69,1,3.7,,,,,,,,,,,,,,,
episode-001,6,decision,69,1,,mixed_test_policy,local,1,local,True,,,,,,,,,,
episode-001,6,private_queue_enter,69,1,,,,,,,,1,,,9,3,,,,
episode-001,6,arrival,70,4,4.0,,,,,,,,,,,,,,,
episode-001,6,decision,70,4,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,6,offloading_queue_enter,70,4,,,,1,horizontal,,,0,2,30.0,7,,,,,
episode-001,6,arrival,71,7,3.1,,,,,,,,,,,,,,,
episode-001,6,decision,71,7,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,6,offloading_queue_enter,71,7,,,,21,vertical,,,2,4,10.0,11,,,,,
episode-001,6,arrival,72,9,2.7,,,,,,,,,,,,,,,
episode-001,6,decision,72,9,,mixed_test_policy,local,9,local,True,,,,,,,,,,
episode-001,6,private_queue_enter,72,9,,,,,,,,1,,,8,2,,,,
episode-001,6,arrival,73,12,2.7,,,,,,,,,,,,,,,
episode-001,6,decision,73,12,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,6,offloading_queue_enter,73,12,,,,1,horizontal,,,0,1,30.0,6,,,,,
episode-001,6,arrival,74,16,2.7,,,,,,,,,,,,,,,
episode-001,6,decision,74,16,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,6,offloading_queue_enter,74,16,,,,21,vertical,,,4,3,10.0,12,,,,,
episode-001,6,arrival,75,19,3.6,,,,,,,,,,,,,,,
episode-001,6,decision,75,19,,mixed_test_policy,local,19,local,True,,,,,,,,,,
episode-001,6,private_queue_enter,75,19,,,,,,,,0,,,8,3,,,,
episode-001,6,arrival,76,20,4.3,,,,,,,,,,,,,,,
episode-001,6,decision,76,20,,mixed_test_policy,horizontal,1,horizontal,True,,,,,,,,,,
episode-001,6,offloading_queue_enter,76,20,,,,1,horizontal,,,0,2,30.0,7,,,,,
episode-001,6,private_completed,48,1,,,,,,,,,,,,,,,,
episode-001,6,reward_collected,48,1,,,,,,,,,,,,,,completed,-3.0,3
episode-001,6,private_completed,60,5,,,,,,,,,,,,,,,,
episode-001,6,reward_collected,60,5,,,,,,,,,,,,,,completed,-2.0,2
episode-001,6,private_completed,42,9,,,,,,,,,,,,,,,,
episode-001,6,reward_collected,42,9,,,,,,,,,,,,,,completed,-4.0,4
episode-001,6,private_completed,51,10,,,,,,,,,,,,,,,,
episode-001,6,reward_collected,51,10,,,,,,,,,,,,,,completed,-3.0,3
episode-001,6,private_completed,54,17,,,,,,,,,,,,,,,,
episode-001,6,reward_collected,54,17,,,,,,,,,,,,,,completed,-3.0,3
episode-001,6,private_completed,57,20,,,,,,,,,,,,,,,,
episode-001,6,reward_collected,57,20,,,,,,,,,,,,,,completed,-3.0,3
episode-001,6,offloading_transmitted,58,1,,,,2,,,,,,,,,,,,
episode-001,6,public_queue_enter,58,1,,,,2,,,,,,,,,1.1285999999999998,,,
episode-001,6,offloading_transmitted,49,2,,,,1,,,,,,,,,,,,
episode-001,6,public_queue_enter,49,2,,,,1,,,,,,,,,0.9800999999999999,,,
episode-001,6,offloading_transmitted,50,5,,,,21,,,,,,,,,,,,
episode-001,6,public_queue_enter,50,5,,,,21,,,,,,,,,0.7128,,,
episode-001,6,offloading_transmitted,29,7,,,,21,,,,,,,,,,,,
episode-001,6,public_queue_enter,29,7,,,,21,,,,,,,,,1.2474,,,
episode-001,6,offloading_transmitted,32,11,,,,21,,,,,,,,,,,,
episode-001,6,public_queue_enter,32,11,,,,21,,,,,,,,,0.8315999999999999,,,
episode-001,6,offloading_transmitted,73,12,,,,1,,,,,,,,,,,,
episode-001,6,public_queue_enter,73,12,,,,1,,,,,,,,,0.8019000000000001,,,
episode-001,6,offloading_transmitted,23,15,,,,21,,,,,,,,,,,,
episode-001,6,public_queue_enter,23,15,,,,21,,,,,,,,,1.0394999999999999,,,
episode-001,6,offloading_transmitted,35,18,,,,21,,,,,,,,,,,,
episode-001,6,public_queue_enter,35,18,,,,21,,,,,,,,,0.9504,,,
episode-001,6,offloading_transmitted,47,19,,,,21,,,,,,,,,,,,
episode-001,6,public_queue_enter,47,19,,,,21,,,,,,,,,1.0394999999999999,,,
episode-001,7,arrival,77,1,2.0,,,,,,,,,,,,,,,
episode-001,7,decision,77,1,,mixed_test_policy,vertical,21,vertical,True,,,,,,,,,,
episode-001,7,offloading_queue_enter,77,1,,,,21,vertical,,,0,2,10.0,8,,,,,
