comparison_allowed,episode,figure_id,limitation,policy_name,reconstruction_status,scenario_name,seed,series_name,source_kind,source_path,subfigure_id,x_unit,x_value,y_unit,y_value
False,,Figure 10,Repository average_delay values are preserved as stored; the paper states average delay is negative by convention. | Campaign training metrics provide episode-level rewards and topology usage for Figure 10-style comparisons.,,partial_pdf_extracted,,,support_status,pdf_extracted,matrix/matrix-summary.csv,,,,,unsupported
