comparison_allowed,episode,figure_id,limitation,policy_name,reconstruction_status,scenario_name,seed,series_name,source_kind,source_path,subfigure_id,x_unit,x_value,y_unit,y_value
False,,Figure 9,Action distributions and campaign training metrics provide Figure 9-style behavioral insights.,,full_pdf_extracted,,,support_status,pdf_extracted,,,,,,unsupported
