comparison_allowed,episode,figure_id,limitation,policy_name,reconstruction_status,scenario_name,seed,series_name,source_kind,source_path,subfigure_id,x_unit,x_value,y_unit,y_value
False,,Figure 8,Campaign training reward curves provide evaluation episode rewards for Figure 8-style analysis.,,full_pdf_extracted,,,support_status,pdf_extracted,,,,,,unsupported
