episode_id,time,agent_id,observation_shape,selected_action,target_node,reward_received
0,4,11,[7],4,20,-0.0
0,4,12,[7],2,7,-0.0
0,4,13,[7],1,3,-0.0
0,4,14,[7],0,14,-0.0
0,4,15,[7],0,15,-0.0
0,4,16,[7],0,16,-0.0
0,4,17,[7],2,7,-0.0
0,4,18,[7],3,13,-0.0
0,4,19,[7],1,4,-0.0
0,5,0,[7],1,5,-0.0
0,5,1,[7],0,1,-0.0
0,5,2,[7],0,2,-0.0
0,5,3,[7],0,3,-0.0
0,5,4,[7],1,9,-0.07500000298023224
0,5,5,[7],4,20,-0.0
0,5,6,[7],0,6,-0.0
0,5,7,[7],0,7,-0.0
0,5,8,[7],4,20,-0.0
0,5,9,[7],1,4,-0.0
0,5,10,[7],0,10,-0.0
0,5,11,[7],2,6,-0.0
0,5,12,[7],3,17,-0.0
0,5,13,[7],0,13,-0.0
0,5,14,[7],1,4,-0.125
0,5,15,[7],2,5,-0.0
0,5,16,[7],4,20,-0.0
0,5,17,[7],1,2,-0.0
0,5,18,[7],2,8,-0.0
0,5,19,[7],0,19,-0.0
0,6,0,[7],2,10,-0.0
0,6,1,[7],2,11,-0.0
0,6,2,[7],0,2,-0.0
0,6,3,[7],0,3,-0.05000000074505806
0,6,4,[7],0,4,-0.0
0,6,5,[7],2,10,-0.15000000596046448
0,6,6,[7],1,1,-0.0
0,6,7,[7],1,2,-0.0
0,6,8,[7],2,13,-0.0
0,6,9,[7],3,19,-0.07500000298023224
0,6,10,[7],2,5,-0.15000000596046448
0,6,11,[7],3,16,-0.07500000298023224
0,6,12,[7],1,2,-0.0
0,6,13,[7],1,3,-0.05000000074505806
0,6,14,[7],4,20,-0.0
0,6,15,[7],1,0,-0.0
0,6,16,[7],2,6,-0.0
0,6,17,[7],1,2,-0.0
0,6,18,[7],3,13,-0.0
0,6,19,[7],2,9,-0.05000000074505806
0,7,0,[7],2,10,-0.0
0,7,1,[7],3,16,-0.07500000298023224
0,7,2,[7],1,7,-0.0
0,7,3,[7],0,3,-0.0
0,7,4,[7],2,14,-0.0
0,7,5,[7],0,5,-0.0
0,7,6,[7],0,6,-0.0
0,7,7,[7],3,17,-0.22499999403953552
0,7,8,[7],1,3,-0.0
0,7,9,[7],0,9,-0.0
0,7,10,[7],1,0,-0.15000000596046448
0,7,11,[7],2,6,-0.0
0,7,12,[7],0,12,-0.0
0,7,13,[7],3,18,-0.0
0,7,14,[7],0,14,-0.0
0,7,15,[7],3,10,-0.125
0,7,16,[7],4,20,-0.0
0,7,17,[7],0,17,-0.0
0,7,18,[7],1,3,-0.0
0,7,19,[7],3,14,-0.0
0,8,0,[7],4,20,-0.15000000596046448
0,8,1,[7],2,11,-0.0
0,8,2,[7],4,20,-0.07500000298023224
0,8,3,[7],2,13,-0.0
0,8,4,[7],3,19,-0.0
0,8,5,[7],2,10,-0.0
0,8,6,[7],4,20,-0.0
0,8,7,[7],1,2,-0.15000000596046448
0,8,8,[7],0,8,-0.0
0,8,9,[7],2,14,-0.25
0,8,10,[7],2,5,-0.0
0,8,11,[7],3,16,-0.0
0,8,12,[7],3,17,-0.0
0,8,13,[7],4,20,-0.125
0,8,14,[7],0,14,-0.0
0,8,15,[7],2,5,-0.0
0,8,16,[7],1,1,-0.0
0,8,17,[7],4,20,-0.0
0,8,18,[7],3,13,-0.20000000298023224
0,8,19,[7],3,14,-0.0
0,9,0,[7],3,15,-0.0
0,9,1,[7],2,11,-0.0
0,9,2,[7],2,12,-0.0
0,9,3,[7],1,8,-0.10000000149011612
0,9,4,[7],0,4,-0.20000000298023224
0,9,5,[7],0,5,-0.0
0,9,6,[7],4,20,-0.07500000298023224
0,9,7,[7],2,12,-0.0
0,9,8,[7],4,20,-0.32499998807907104
0,9,9,[7],0,9,-0.0
0,9,10,[7],2,5,-0.0
0,9,11,[7],1,1,-0.0
0,9,12,[7],3,17,-0.2750000059604645
0,9,13,[7],3,18,-0.0
0,9,14,[7],3,19,-0.0
0,9,15,[7],2,5,-0.0
0,9,16,[7],1,1,-0.0
0,9,17,[7],3,12,-0.07500000298023224
0,9,18,[7],2,8,-0.0
0,9,19,[7],4,20,-0.0
0,10,0,[7],4,20,-0.0
0,10,1,[7],0,1,-0.17499999701976776
0,10,2,[7],3,17,-0.0
0,10,3,[7],3,18,-1.0
0,10,4,[7],1,9,-0.15000000596046448
0,10,5,[7],0,5,-0.0
0,10,6,[7],3,16,-0.0
0,10,7,[7],3,17,-0.0
0,10,8,[7],0,8,-0.07500000298023224
0,10,9,[7],0,9,-0.0
0,10,10,[7],2,5,-0.0
0,10,11,[7],0,11,-0.0
0,10,12,[7],3,17,-0.0
0,10,13,[7],1,3,-0.0
0,10,14,[7],2,9,-0.30000001192092896
0,10,15,[7],3,10,-0.0
0,10,16,[7],0,16,-0.125
0,10,17,[7],4,20,-0.25
0,10,18,[7],4,20,-0.17499999701976776
0,10,19,[7],4,20,-0.17499999701976776
0,11,0,[7],2,10,-0.0
0,11,1,[7],0,1,-0.05000000074505806
0,11,2,[7],0,2,-0.0
0,11,3,[7],4,20,-0.125
0,11,4,[7],0,4,-0.07500000298023224
0,11,5,[7],2,10,-0.22499999403953552
0,11,6,[7],1,1,-0.22499999403953552
0,11,7,[7],2,12,-0.0
0,11,8,[7],4,20,-0.0
0,11,9,[7],2,14,-0.05000000074505806
0,11,10,[7],1,0,-0.0
0,11,11,[7],0,11,-0.0
0,11,12,[7],2,7,-0.0
0,11,13,[7],3,18,-0.0
0,11,14,[7],2,9,-0.0
0,11,15,[7],1,0,-0.125
0,11,16,[7],3,11,-0.125
0,11,17,[7],1,2,-0.05000000074505806
0,11,18,[7],2,8,-0.0
0,11,19,[7],3,14,-0.0
0,12,0,[7],3,15,-0.0
0,12,1,[7],0,1,-0.0
0,12,2,[7],3,17,-0.0
0,12,3,[7],0,3,-0.0
0,12,4,[7],4,20,-0.0
0,12,5,[7],2,10,-0.0
0,12,6,[7],0,6,-0.0
0,12,7,[7],0,7,-0.0
0,12,8,[7],2,13,-0.0
0,12,9,[7],3,19,-0.20000000298023224
0,12,10,[7],2,5,-1.0
0,12,11,[7],1,1,-0.0
0,12,12,[7],2,7,-0.0
0,12,13,[7],0,13,-0.0
0,12,14,[7],3,19,-0.0
0,12,15,[7],3,10,-0.0
0,12,16,[7],2,6,-0.07500000298023224
0,12,17,[7],1,2,-0.0
0,12,18,[7],2,8,-0.0
0,12,19,[7],3,14,-0.0
0,13,0,[7],3,15,-1.0
0,13,1,[7],0,1,-0.2750000059604645
0,13,2,[7],0,2,-0.0
0,13,3,[7],0,3,-0.0
0,13,4,[7],4,20,-0.0
0,13,5,[7],4,20,-1.0
0,13,6,[7],0,6,-0.05000000074505806
0,13,7,[7],2,12,-1.0499999523162842
0,13,8,[7],0,8,-0.0
0,13,9,[7],3,19,-0.0
0,13,10,[7],0,10,-0.0
0,13,11,[7],0,11,-0.22499999403953552
0,13,12,[7],2,7,-0.0
0,13,13,[7],2,8,-0.20000000298023224
0,13,14,[7],0,14,-0.125
0,13,15,[7],3,10,-0.0
0,13,16,[7],4,20,-0.0
0,13,17,[7],4,20,-0.0
0,13,18,[7],0,18,-0.0
0,13,19,[7],3,14,-0.0
0,14,0,[7],0,0,-1.0
0,14,1,[7],4,20,-0.0
0,14,2,[7],3,17,-0.0
0,14,3,[7],4,20,-0.07500000298023224
0,14,4,[7],3,19,-0.30000001192092896
0,14,5,[7],4,20,-0.0
0,14,6,[7],4,20,-0.125
0,14,7,[7],2,12,-0.0
0,14,8,[7],2,13,-0.0
0,14,9,[7],3,19,-0.0
0,14,10,[7],2,5,-0.0
0,14,11,[7],1,1,-0.0
0,14,12,[7],2,7,-0.22499999403953552
0,14,13,[7],3,18,-0.0
0,14,14,[7],4,20,-0.0
0,14,15,[7],3,10,-0.0
0,14,16,[7],1,1,-0.0
0,14,17,[7],4,20,-0.0
0,14,18,[7],4,20,-1.0
0,14,19,[7],0,19,-0.0
0,15,0,[7],3,15,-1.0499999523162842
0,15,1,[7],2,11,-0.10000000149011612
0,15,2,[7],3,17,-0.0
0,15,3,[7],3,18,-0.0
0,15,4,[7],0,4,-0.0
0,15,5,[7],2,10,-0.0
0,15,6,[7],2,11,-0.05000000074505806
0,15,7,[7],0,7,-0.0
0,15,8,[7],3,18,-0.0
0,15,9,[7],2,14,-0.0
0,15,10,[7],0,10,-0.0
0,15,11,[7],4,20,-1.0
0,15,12,[7],4,20,-0.0
0,15,13,[7],3,18,-0.22499999403953552
0,15,14,[7],4,20,-0.07500000298023224
0,15,15,[7],1,0,-0.0
0,15,16,[7],4,20,-0.20000000298023224
0,15,17,[7],2,7,-0.0
0,15,18,[7],1,3,-0.0
0,15,19,[7],3,14,-0.05000000074505806
0,16,0,[7],4,20,-0.0
0,16,1,[7],4,20,-1.0
0,16,2,[7],0,2,-0.0
0,16,3,[7],0,3,-0.20000000298023224
0,16,4,[7],2,14,-0.0
0,16,5,[7],3,15,-0.0
0,16,6,[7],1,1,-0.0
0,16,7,[7],4,20,-1.0
0,16,8,[7],2,13,-0.125
0,16,9,[7],3,19,-0.15000000596046448
0,16,10,[7],0,10,-1.0
0,16,11,[7],3,16,-1.0
0,16,12,[7],4,20,-0.0
0,16,13,[7],1,3,-0.0
0,16,14,[7],0,14,-0.22499999403953552
0,16,15,[7],3,10,-0.17499999701976776
0,16,16,[7],0,16,-0.0
0,16,17,[7],2,7,-0.0
0,16,18,[7],4,20,-0.0
0,16,19,[7],3,14,-0.0
0,17,0,[7],2,10,-0.0
0,17,1,[7],0,1,-0.125
0,17,2,[7],3,17,-0.0
0,17,3,[7],1,8,-0.0
0,17,4,[7],1,9,-0.125
0,17,5,[7],3,15,-1.0
0,17,6,[7],2,11,-0.0
0,17,7,[7],3,17,-1.0
0,17,8,[7],1,3,-0.0
0,17,9,[7],0,9,-0.0
0,17,10,[7],2,5,-0.0
0,17,11,[7],1,1,-1.0
0,17,12,[7],0,12,-1.0
0,17,13,[7],3,18,-1.0
0,17,14,[7],1,4,-0.0
0,17,15,[7],0,15,-0.0
0,17,16,[7],4,20,-0.0
0,17,17,[7],3,12,-0.0
0,17,18,[7],3,13,-1.0
0,17,19,[7],4,20,-1.0
0,18,0,[7],1,5,-1.0
0,18,1,[7],4,20,-1.0
0,18,2,[7],3,17,-0.25
0,18,3,[7],0,3,-0.07500000298023224
0,18,4,[7],2,14,-0.0
0,18,5,[7],0,5,-0.0
0,18,6,[7],0,6,-0.0
0,18,7,[7],3,17,-1.0
0,18,8,[7],0,8,-0.0
0,18,9,[7],1,4,-0.0
0,18,10,[7],1,0,-0.07500000298023224
0,18,11,[7],3,16,-1.0
0,18,12,[7],1,2,-0.0
0,18,13,[7],3,18,-0.0
0,18,14,[7],3,19,-0.07500000298023224
0,18,15,[7],0,15,-0.0
0,18,16,[7],4,20,-1.0750000476837158
0,18,17,[7],2,7,-0.3499999940395355
0,18,18,[7],3,13,-0.0
0,18,19,[7],1,4,-0.0
0,19,0,[7],0,0,-0.0
0,19,1,[7],1,6,-0.07500000298023224
0,19,2,[7],2,12,-0.0
0,19,3,[7],3,18,-1.0
0,19,4,[7],3,19,-0.0
0,19,5,[7],0,5,-0.0
0,19,6,[7],1,1,-0.0
0,19,7,[7],4,20,-0.0
0,19,8,[7],4,20,-0.15000000596046448
0,19,9,[7],4,20,-0.0
0,19,10,[7],3,15,-0.22499999403953552
0,19,11,[7],4,20,-0.0
0,19,12,[7],1,2,-1.0
0,19,13,[7],2,8,-0.0
0,19,14,[7],2,9,-0.0
0,19,15,[7],0,15,-0.07500000298023224
0,19,16,[7],4,20,-0.0
0,19,17,[7],1,2,-0.0
0,19,18,[7],1,3,-0.0
0,19,19,[7],3,14,-0.125
0,20,0,[7],4,20,-1.0499999523162842
0,20,1,[7],4,20,-0.07500000298023224
0,20,2,[7],2,12,-0.0
0,20,3,[7],1,8,-0.25
0,20,4,[7],2,14,-0.0
0,20,5,[7],4,20,-1.0750000476837158
0,20,6,[7],0,6,-0.07500000298023224
0,20,7,[7],0,7,-0.0
0,20,8,[7],2,13,-0.0
0,20,9,[7],4,20,-0.20000000298023224
0,20,10,[7],4,20,-0.0
0,20,11,[7],2,6,-0.0
0,20,12,[7],2,7,-1.0
0,20,13,[7],1,3,-1.0
0,20,14,[7],4,20,-0.0
0,20,15,[7],4,20,-0.0
0,20,16,[7],3,11,-1.0
0,20,17,[7],3,12,-0.0
0,20,18,[7],0,18,-0.0
0,20,19,[7],1,4,-0.0
0,21,0,[7],2,10,-0.0
0,21,1,[7],3,16,-0.0
0,21,2,[7],4,20,-0.0
0,21,3,[7],4,20,-0.0
0,21,4,[7],0,4,-0.0
0,21,5,[7],3,15,-1.0
0,21,6,[7],4,20,-0.0
0,21,7,[7],1,2,-0.0
0,21,8,[7],3,18,-0.0
0,21,9,[7],0,9,-0.0
0,21,10,[7],2,5,-1.0
0,21,11,[7],0,11,-1.0
0,21,12,[7],2,7,-1.0
0,21,13,[7],3,18,-0.0
0,21,14,[7],1,4,-0.0
0,21,15,[7],3,10,-0.22499999403953552
0,21,16,[7],3,11,-1.0
0,21,17,[7],3,12,-0.20000000298023224
0,21,18,[7],1,3,-0.0
0,21,19,[7],4,20,-0.0
0,22,0,[7],1,5,-0.0
0,22,1,[7],0,1,-0.0
0,22,2,[7],3,17,-0.0
0,22,3,[7],1,8,-0.0
0,22,4,[7],2,14,-0.05000000074505806
0,22,5,[7],3,15,-1.0
0,22,6,[7],3,16,-0.2750000059604645
0,22,7,[7],2,12,-0.0
0,22,8,[7],3,18,-0.17499999701976776
0,22,9,[7],0,9,-0.05000000074505806
0,22,10,[7],3,15,-0.0
0,22,11,[7],4,20,-0.0
0,22,12,[7],1,2,-0.0
0,22,13,[7],1,3,-1.0
0,22,14,[7],1,4,-0.0
0,22,15,[7],0,15,-0.10000000149011612
0,22,16,[7],0,16,-0.0
0,22,17,[7],2,7,-0.0
0,22,18,[7],4,20,-0.0
0,22,19,[7],4,20,-0.0
0,23,0,[7],3,15,-0.0
0,23,1,[7],2,11,-0.05000000074505806
0,23,2,[7],0,2,-0.22499999403953552
0,23,3,[7],3,18,-0.0
0,23,4,[7],4,20,-0.0
0,23,5,[7],1,0,-1.125
0,23,6,[7],1,1,-0.0
0,23,7,[7],0,7,-1.0
0,23,8,[7],1,3,-0.0
0,23,9,[7],3,19,-1.0
0,23,10,[7],0,10,-1.0
0,23,11,[7],0,11,-0.07500000298023224
0,23,12,[7],4,20,-1.0
0,23,13,[7],0,13,-1.0
0,23,14,[7],4,20,-0.0
0,23,15,[7],3,10,-0.0
0,23,16,[7],0,16,-0.17499999701976776
0,23,17,[7],3,12,-0.0
0,23,18,[7],0,18,-0.22499999403953552
0,23,19,[7],0,19,-0.0
0,24,0,[7],3,15,-1.225000023841858
0,24,1,[7],4,20,-0.0
0,24,2,[7],2,12,-0.0
0,24,3,[7],4,20,-0.20000000298023224
0,24,4,[7],2,14,-0.22499999403953552
0,24,5,[7],0,5,-1.0
0,24,6,[7],4,20,-0.0
0,24,7,[7],0,7,-0.22499999403953552
0,24,8,[7],1,3,-0.0
0,24,9,[7],1,4,-1.0750000476837158
0,24,10,[7],2,5,-0.05000000074505806
0,24,11,[7],2,6,-0.0
0,24,12,[7],3,17,-0.0
0,24,13,[7],0,13,-1.0
0,24,14,[7],0,14,-0.20000000298023224
0,24,15,[7],0,15,-0.0
0,24,16,[7],3,11,-0.0
0,24,17,[7],0,17,-0.22499999403953552
0,24,18,[7],0,18,-0.0
0,24,19,[7],4,20,-0.0
0,25,0,[7],2,10,-0.0
0,25,1,[7],1,6,-0.17499999701976776
0,25,2,[7],2,12,-0.0
0,25,3,[7],1,8,-0.0
0,25,4,[7],0,4,-0.0
0,25,5,[7],0,5,-1.0499999523162842
0,25,6,[7],2,11,-0.22499999403953552
0,25,7,[7],0,7,-0.0
0,25,8,[7],1,3,-0.125
0,25,9,[7],2,14,-1.0
0,25,10,[7],3,15,-0.0
0,25,11,[7],0,11,-1.0
0,25,12,[7],1,2,-1.0
0,25,13,[7],2,8,-1.0
0,25,14,[7],1,4,-0.0
0,25,15,[7],0,15,-0.0
0,25,16,[7],1,1,-0.25
0,25,17,[7],4,20,-0.0
0,25,18,[7],4,20,-0.07500000298023224
0,25,19,[7],0,19,-1.0750000476837158
0,26,0,[7],2,10,-0.0
0,26,1,[7],1,6,-0.0
0,26,2,[7],0,2,-0.0
0,26,3,[7],2,13,-0.0
0,26,4,[7],3,19,-1.0
0,26,5,[7],4,20,-0.0
0,26,6,[7],2,11,-0.0
0,26,7,[7],1,2,-1.0750000476837158
0,26,8,[7],3,18,-0.0
0,26,9,[7],3,19,-0.0
0,26,10,[7],2,5,-0.0
0,26,11,[7],1,1,-0.10000000149011612
0,26,12,[7],4,20,-0.0
0,26,13,[7],4,20,-1.0750000476837158
0,26,14,[7],0,14,-0.0
0,26,15,[7],3,10,-0.0
0,26,16,[7],2,6,-0.0
0,26,17,[7],0,17,-0.0
0,26,18,[7],2,8,-1.0
0,26,19,[7],2,9,-0.0
0,27,0,[7],4,20,-1.0
0,27,1,[7],1,6,-0.0
0,27,2,[7],4,20,-0.0
0,27,3,[7],0,3,-0.0
0,27,4,[7],1,9,-0.0
0,27,5,[7],2,10,-0.20000000298023224
0,27,6,[7],3,16,-0.0
0,27,7,[7],0,7,-1.0
0,27,8,[7],1,3,-0.0
0,27,9,[7],1,4,-0.20000000298023224
0,27,10,[7],2,5,-1.0
0,27,11,[7],4,20,-1.0
0,27,12,[7],0,12,-1.0
0,27,13,[7],4,20,-1.0
0,27,14,[7],3,19,-0.0
0,27,15,[7],2,5,-0.07500000298023224
0,27,16,[7],4,20,-0.0
0,27,17,[7],4,20,-1.0
0,27,18,[7],1,3,-1.0
0,27,19,[7],1,4,-1.0750000476837158
0,28,0,[7],4,20,-0.0
0,28,1,[7],3,16,-0.0
0,28,2,[7],1,7,-0.0
0,28,3,[7],1,8,-1.0499999523162842
0,28,4,[7],0,4,-1.0
0,28,5,[7],3,15,-0.0
0,28,6,[7],3,16,-0.15000000596046448
0,28,7,[7],4,20,-1.0
0,28,8,[7],0,8,-0.0
0,28,9,[7],2,14,-0.0
0,28,10,[7],1,0,-0.0
0,28,11,[7],0,11,-1.100000023841858
0,28,12,[7],0,12,-0.05000000074505806
0,28,13,[7],0,13,-0.0
0,28,14,[7],0,14,-1.0
0,28,15,[7],3,10,-0.20000000298023224
0,28,16,[7],4,20,-0.0
0,28,17,[7],2,7,-0.0
0,28,18,[7],1,3,-0.0
0,28,19,[7],1,4,-1.0
0,29,0,[7],3,15,-0.0
0,29,1,[7],1,6,-0.0
0,29,2,[7],1,7,-0.0
0,29,3,[7],4,20,-0.0
0,29,4,[7],2,14,-0.05000000074505806
0,29,5,[7],0,5,-0.0
0,29,6,[7],3,16,-0.0
0,29,7,[7],4,20,-0.0
0,29,8,[7],1,3,-0.0
0,29,9,[7],3,19,-0.0
0,29,10,[7],0,10,-0.0
0,29,11,[7],1,1,-1.0
0,29,12,[7],0,12,-0.0
0,29,13,[7],2,8,-0.05000000074505806
0,29,14,[7],3,19,-0.05000000074505806
0,29,15,[7],1,0,-0.0
0,29,16,[7],0,16,-1.0
0,29,17,[7],4,20,-0.0
0,29,18,[7],3,13,-0.0
0,29,19,[7],0,19,-0.0
0,30,0,[7],3,15,-1.0
0,30,1,[7],0,1,-0.20000000298023224
0,30,2,[7],0,2,-0.0
0,30,3,[7],3,18,-1.0
0,30,4,[7],1,9,-0.0
0,30,5,[7],0,5,-1.0499999523162842
0,30,6,[7],3,16,-0.0
0,30,7,[7],0,7,-1.0
0,30,8,[7],0,8,-0.07500000298023224
0,30,9,[7],2,14,-0.0
0,30,10,[7],4,20,-0.0
0,30,11,[7],3,16,-0.0
0,30,12,[7],2,7,-0.0
0,30,13,[7],3,18,-0.0
0,30,14,[7],4,20,-0.20000000298023224
0,30,15,[7],2,5,-0.0
0,30,16,[7],3,11,-1.0499999523162842
0,30,17,[7],0,17,-1.0
0,30,18,[7],0,18,-0.0
0,30,19,[7],4,20,-1.0
0,31,0,[7],3,15,-1.0
0,31,1,[7],1,6,-0.20000000298023224
0,31,2,[7],2,12,-0.125
0,31,3,[7],2,13,-1.0
0,31,4,[7],4,20,-1.0
0,31,5,[7],1,0,-1.0
0,31,6,[7],0,6,-0.0
0,31,7,[7],3,17,-1.0
0,31,8,[7],1,3,-1.0
0,31,9,[7],4,20,-0.0
0,31,10,[7],4,20,-0.0
0,31,11,[7],1,1,-1.0
0,31,12,[7],1,2,-0.32499998807907104
0,31,13,[7],1,3,-1.0
0,31,14,[7],3,19,-0.0
0,31,15,[7],3,10,-0.0
0,31,16,[7],4,20,-0.0
0,31,17,[7],4,20,-0.0
0,31,18,[7],3,13,-1.0
0,31,19,[7],0,19,-0.0
0,32,0,[7],2,10,-1.0
0,32,1,[7],3,16,-0.0
0,32,2,[7],0,2,-0.0
0,32,3,[7],1,8,-0.22499999403953552
0,32,4,[7],1,9,-0.0
0,32,5,[7],1,0,-0.0
0,32,6,[7],0,6,-0.0
0,32,7,[7],2,12,-0.07500000298023224
0,32,8,[7],0,8,-0.0
0,32,9,[7],1,4,-1.0
0,32,10,[7],3,15,-0.0
0,32,11,[7],4,20,-0.0
0,32,12,[7],1,2,-0.0
0,32,13,[7],3,18,-0.0
0,32,14,[7],4,20,-0.0
0,32,15,[7],2,5,-1.0
0,32,16,[7],2,6,-0.0
0,32,17,[7],4,20,-1.0
0,32,18,[7],1,3,-0.0
0,32,19,[7],2,9,-0.22499999403953552
0,33,0,[7],2,10,-0.0
0,33,1,[7],1,6,-0.0
0,33,2,[7],2,12,-0.0
0,33,3,[7],1,8,-0.0
0,33,4,[7],1,9,-0.0
0,33,5,[7],3,15,-0.10000000149011612
0,33,6,[7],0,6,-0.0
0,33,7,[7],4,20,-0.0
0,33,8,[7],3,18,-0.125
0,33,9,[7],0,9,-0.0
0,33,10,[7],2,5,-0.22499999403953552
0,33,11,[7],3,16,-1.0
0,33,12,[7],2,7,-0.0
0,33,13,[7],4,20,-0.0
0,33,14,[7],1,4,-0.22499999403953552
0,33,15,[7],1,0,-0.0
0,33,16,[7],4,20,-1.0
0,33,17,[7],2,7,-0.17499999701976776
0,33,18,[7],4,20,-0.20000000298023224
0,33,19,[7],2,9,-0.07500000298023224
0,34,0,[7],3,15,-1.0
0,34,1,[7],0,1,-0.0
0,34,2,[7],1,7,-0.0
0,34,3,[7],4,20,-0.0
0,34,4,[7],2,14,-0.0
0,34,5,[7],2,10,-0.0
0,34,6,[7],3,16,-1.0
0,34,7,[7],2,12,-0.0
0,34,8,[7],3,18,-0.0
0,34,9,[7],4,20,-0.0
0,34,10,[7],4,20,-0.0
0,34,11,[7],1,1,-0.0
0,34,12,[7],1,2,-0.0
0,34,13,[7],1,3,-0.0
0,34,14,[7],0,14,-0.0
0,34,15,[7],2,5,-0.0
0,34,16,[7],4,20,-1.0
0,34,17,[7],0,17,-0.0
0,34,18,[7],2,8,-0.0
0,34,19,[7],1,4,-0.0
0,35,0,[7],2,10,-1.0
0,35,1,[7],1,6,-0.0
0,35,2,[7],2,12,-0.0
0,35,3,[7],2,13,-1.0
0,35,4,[7],1,9,-1.0
0,35,5,[7],3,15,-0.0
0,35,6,[7],4,20,-1.0750000476837158
0,35,7,[7],4,20,-1.0
0,35,8,[7],3,18,-0.0
0,35,9,[7],4,20,-0.07500000298023224
0,35,10,[7],0,10,-0.0
0,35,11,[7],3,16,-1.0
0,35,12,[7],3,17,-0.15000000596046448
0,35,13,[7],2,8,-0.17499999701976776
0,35,14,[7],3,19,-0.0
0,35,15,[7],2,5,-0.22499999403953552
0,35,16,[7],4,20,-1.0
0,35,17,[7],3,12,-0.0
0,35,18,[7],0,18,-0.0
0,35,19,[7],2,9,-1.0
0,36,0,[7],4,20,-1.0
0,36,1,[7],3,16,-1.0750000476837158
0,36,2,[7],3,17,-0.20000000298023224
0,36,3,[7],2,13,-0.0
0,36,4,[7],2,14,-1.0
0,36,5,[7],1,0,-0.22499999403953552
0,36,6,[7],4,20,-1.0
0,36,7,[7],0,7,-0.22499999403953552
0,36,8,[7],3,18,-0.0
0,36,9,[7],1,4,-1.0
0,36,10,[7],1,0,-1.0
0,36,11,[7],3,16,-0.0
0,36,12,[7],0,12,-0.0
0,36,13,[7],3,18,-0.0
0,36,14,[7],1,4,-1.0750000476837158
0,36,15,[7],3,10,-0.0
0,36,16,[7],3,11,-1.0
0,36,17,[7],1,2,-0.0
0,36,18,[7],2,8,-0.05000000074505806
0,36,19,[7],3,14,-0.0
0,37,0,[7],3,15,-0.0
0,37,1,[7],1,6,-1.0
0,37,2,[7],2,12,-0.0
0,37,3,[7],0,3,-1.0
0,37,4,[7],3,19,-0.0
0,37,5,[7],2,10,-0.0
0,37,6,[7],3,16,-0.0
0,37,7,[7],1,2,-0.05000000074505806
0,37,8,[7],1,3,-0.0
0,37,9,[7],0,9,-1.0
0,37,10,[7],1,0,-0.0
0,37,11,[7],3,16,-0.0
0,37,12,[7],2,7,-0.05000000074505806
0,37,13,[7],3,18,-0.0
0,37,14,[7],1,4,-0.0
0,37,15,[7],2,5,-1.0
0,37,16,[7],4,20,-0.17499999701976776
0,37,17,[7],4,20,-0.0
0,37,18,[7],2,8,-0.0
0,37,19,[7],0,19,-0.0
0,38,0,[7],4,20,-0.0
0,38,1,[7],0,1,-0.0
0,38,2,[7],0,2,-0.0
0,38,3,[7],0,3,-1.0499999523162842
0,38,4,[7],0,4,-0.0
0,38,5,[7],1,0,-0.0
0,38,6,[7],1,1,-1.0
0,38,7,[7],2,12,-0.0
0,38,8,[7],1,3,-0.20000000298023224
0,38,9,[7],1,4,-1.0
0,38,10,[7],2,5,-0.0
0,38,11,[7],4,20,-0.0
0,38,12,[7],2,7,-0.0
0,38,13,[7],1,3,-0.17499999701976776
0,38,14,[7],0,14,-0.22499999403953552
0,38,15,[7],3,10,-0.0
0,38,16,[7],2,6,-0.125
0,38,17,[7],0,17,-0.0
0,38,18,[7],0,18,-1.0
0,38,19,[7],2,9,-0.0
0,39,0,[7],2,10,-0.0
0,39,1,[7],2,11,-0.0
0,39,2,[7],3,17,-0.2750000059604645
0,39,3,[7],1,8,-1.0
0,39,4,[7],1,9,-1.0
0,39,5,[7],2,10,-0.0
0,39,6,[7],4,20,-0.0
0,39,7,[7],3,17,-0.0
0,39,8,[7],2,13,-0.0
0,39,9,[7],1,4,-0.0
0,39,10,[7],0,10,-1.0
0,39,11,[7],0,11,-1.0
0,39,12,[7],4,20,-0.0
0,39,13,[7],0,13,-0.0
0,39,14,[7],3,19,-0.05000000074505806
0,39,15,[7],4,20,-0.0
0,39,16,[7],3,11,-0.0
0,39,17,[7],3,12,-0.0
0,39,18,[7],1,3,-0.0
0,39,19,[7],0,19,-0.15000000596046448
0,40,0,[7],2,10,-0.20000000298023224
0,40,1,[7],1,6,-0.0
0,40,2,[7],0,2,-0.0
0,40,3,[7],3,18,-1.0750000476837158
0,40,4,[7],2,14,-1.0
0,40,5,[7],2,10,-0.0
0,40,6,[7],3,16,-0.0
0,40,7,[7],3,17,-1.0
0,40,8,[7],2,13,-0.0
0,40,9,[7],1,4,-1.0
0,40,10,[7],4,20,-0.0
0,40,11,[7],2,6,-1.0499999523162842
0,40,12,[7],0,12,-0.22499999403953552
0,40,13,[7],1,3,-0.0
0,40,14,[7],4,20,-1.0
0,40,15,[7],4,20,-0.0
0,40,16,[7],0,16,-0.15000000596046448
0,40,17,[7],1,2,-0.2750000059604645
0,40,18,[7],1,3,-0.0
0,40,19,[7],3,14,-0.0
0,41,0,[7],3,15,-0.0
0,41,1,[7],0,1,-1.0
0,41,2,[7],4,20,-0.0
0,41,3,[7],2,13,-1.0
0,41,4,[7],1,9,-1.0
