campaign_id,panel_id,job_id,run_id,policy,variant,seed,trace_hash,task_id,source_agent,arrival_slot,workload,deadline,decision_slot,selected_action,destination,completion_or_drop_slot,outcome,queue_delay,transmission_delay,service_delay,end_to_end_delay,reward,learner_owner,config_hash,source_hash,checkpoint_hash
figures-8-11-smoke,figure_9c,703fe37dc3964d0f501d6605a21de0c8efa5d3aa37804b96d7c3a51910d21a3f,3042ad66d9807287b4c2491628ffb87e6ed49f2270123481d70f652e4b95b7f9-0,FLC,,0,3042ad66d9807287b4c2491628ffb87e6ed49f2270123481d70f652e4b95b7f9-0,1,0,0,{'task_count': 10},,0,local,self,2,completed,,,,2.0,-2.0,FLC,config,source,checkpoint
figures-8-11-smoke,figure_9c,703fe37dc3964d0f501d6605a21de0c8efa5d3aa37804b96d7c3a51910d21a3f,3042ad66d9807287b4c2491628ffb87e6ed49f2270123481d70f652e4b95b7f9-0,FLC,,0,3042ad66d9807287b4c2491628ffb87e6ed49f2270123481d70f652e4b95b7f9-0,2,0,0,{'task_count': 10},,0,local,self,1,completed,,,,1.0,-1.0,FLC,config,source,checkpoint
figures-8-11-smoke,figure_9c,703fe37dc3964d0f501d6605a21de0c8efa5d3aa37804b96d7c3a51910d21a3f,3042ad66d9807287b4c2491628ffb87e6ed49f2270123481d70f652e4b95b7f9-0,FLC,,0,3042ad66d9807287b4c2491628ffb87e6ed49f2270123481d70f652e4b95b7f9-0,3,0,0,{'task_count': 10},,0,local,self,2,completed,,,,2.0,-2.0,FLC,config,source,checkpoint
figures-8-11-smoke,figure_9c,703fe37dc3964d0f501d6605a21de0c8efa5d3aa37804b96d7c3a51910d21a3f,3042ad66d9807287b4c2491628ffb87e6ed49f2270123481d70f652e4b95b7f9-0,FLC,,0,3042ad66d9807287b4c2491628ffb87e6ed49f2270123481d70f652e4b95b7f9-0,4,0,0,{'task_count': 10},,0,local,self,2,completed,,,,2.0,-2.0,FLC,config,source,checkpoint
figures-8-11-smoke,figure_9c,703fe37dc3964d0f501d6605a21de0c8efa5d3aa37804b96d7c3a51910d21a3f,3042ad66d9807287b4c2491628ffb87e6ed49f2270123481d70f652e4b95b7f9-0,FLC,,0,3042ad66d9807287b4c2491628ffb87e6ed49f2270123481d70f652e4b95b7f9-0,5,0,0,{'task_count': 10},,0,local,self,1,completed,,,,1.0,-1.0,FLC,config,source,checkpoint
figures-8-11-smoke,figure_9c,703fe37dc3964d0f501d6605a21de0c8efa5d3aa37804b96d7c3a51910d21a3f,3042ad66d9807287b4c2491628ffb87e6ed49f2270123481d70f652e4b95b7f9-0,FLC,,0,3042ad66d9807287b4c2491628ffb87e6ed49f2270123481d70f652e4b95b7f9-0,6,0,0,{'task_count': 10},,0,local,self,1,completed,,,,1.0,-1.0,FLC,config,source,checkpoint
figures-8-11-smoke,figure_9c,703fe37dc3964d0f501d6605a21de0c8efa5d3aa37804b96d7c3a51910d21a3f,3042ad66d9807287b4c2491628ffb87e6ed49f2270123481d70f652e4b95b7f9-0,FLC,,0,3042ad66d9807287b4c2491628ffb87e6ed49f2270123481d70f652e4b95b7f9-0,7,0,0,{'task_count': 10},,0,local,self,2,completed,,,,2.0,-2.0,FLC,config,source,checkpoint
figures-8-11-smoke,figure_9c,703fe37dc3964d0f501d6605a21de0c8efa5d3aa37804b96d7c3a51910d21a3f,3042ad66d9807287b4c2491628ffb87e6ed49f2270123481d70f652e4b95b7f9-0,FLC,,0,3042ad66d9807287b4c2491628ffb87e6ed49f2270123481d70f652e4b95b7f9-0,8,0,0,{'task_count': 10},,0,local,self,1,completed,,,,1.0,-1.0,FLC,config,source,checkpoint
figures-8-11-smoke,figure_9c,703fe37dc3964d0f501d6605a21de0c8efa5d3aa37804b96d7c3a51910d21a3f,3042ad66d9807287b4c2491628ffb87e6ed49f2270123481d70f652e4b95b7f9-0,FLC,,0,3042ad66d9807287b4c2491628ffb87e6ed49f2270123481d70f652e4b95b7f9-0,9,0,0,{'task_count': 10},,0,local,self,2,completed,,,,2.0,-2.0,FLC,config,source,checkpoint
figures-8-11-smoke,figure_9c,703fe37dc3964d0f501d6605a21de0c8efa5d3aa37804b96d7c3a51910d21a3f,3042ad66d9807287b4c2491628ffb87e6ed49f2270123481d70f652e4b95b7f9-0,FLC,,0,3042ad66d9807287b4c2491628ffb87e6ed49f2270123481d70f652e4b95b7f9-0,10,0,0,{'task_count': 10},,0,local,self,2,completed,,,,2.0,-2.0,FLC,config,source,checkpoint
